1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
1058,846.0,3.0,Av,546,GLQ,512,,736,Fin,2003.0,1904,Ex,10927,74.0,280.0,60,5,8,1058,,2005,2005,275000
780,595.0,3.0,No,0,,780,,544,Unf,1979.0,1375,Gd,9000,50.0,0.0,162,6,6,780,,1937,1950,141000
927,988.0,3.0,Mn,789,GLQ,119,,506,Fin,1992.0,1915,Gd,10041,80.0,0.0,150,5,8,908,,1992,1992,220000
600,600.0,2.0,No,0,Unf,600,0.0,480,RFn,2004.0,1200,Gd,3182,30.0,0.0,172,5,7,600,0.0,2004,2005,151000
1494,0.0,,Mn,922,GLQ,572,,530,RFn,2002.0,1494,Gd,12803,88.0,99.0,36,5,7,1494,,2002,2002,221000
1186,800.0,3.0,No,454,BLQ,314,,486,Unf,1965.0,1986,TA,13600,85.0,176.0,42,6,7,768,,1965,1990,205000
1040,0.0,3.0,No,732,GLQ,308,,576,,2000.0,1040,Gd,12464,82.0,0.0,0,5,5,1040,,1996,1996,152000
1112,896.0,3.0,No,603,GLQ,293,,230,Unf,1948.0,2008,Ex,7800,78.0,0.0,0,8,5,896,,1948,2002,225000
1940,1254.0,4.0,Mn,428,BLQ,537,,380,Unf,1934.0,3194,TA,12168,78.0,0.0,0,6,8,965,,1934,1998,359100
1029,0.0,3.0,Mn,903,Rec,126,,261,Unf,1961.0,1029,TA,7943,61.0,192.0,0,5,4,1029,,1961,1961,118500
1476,677.0,3.0,Mn,904,GLQ,536,,736,Fin,2000.0,2153,Ex,11050,,204.0,142,5,9,1440,,2000,2000,313000
1032,0.0,3.0,Av,605,ALQ,427,,564,Unf,1978.0,1032,TA,10395,,233.0,0,6,6,1032,,1978,1978,148000
1299,573.0,3.0,Av,990,GLQ,309,,531,RFn,2001.0,1872,Ex,11885,,108.0,122,5,8,1299,,2001,2001,261500
1120,0.0,,No,206,ALQ,914,,0,None,,1120,TA,8402,70.0,0.0,30,5,5,1120,,2007,2007,147000
630,0.0,1.0,Av,150,LwQ,0,,0,None,,630,TA,1491,21.0,0.0,24,6,4,630,,1972,1972,75500
1054,0.0,3.0,Gd,763,GLQ,173,,480,RFn,1963.0,1054,Gd,8800,80.0,156.0,0,7,6,936,,1963,1963,137500
807,702.0,3.0,No,457,GLQ,326,,393,Fin,2002.0,1509,Gd,7861,,0.0,75,5,6,783,,2002,2003,183200
832,0.0,2.0,No,0,Unf,832,,528,Unf,1962.0,832,Gd,7227,59.0,0.0,0,6,6,832,,1954,1954,105500
1828,0.0,,Av,48,,1774,,774,Unf,2007.0,1828,Gd,11694,90.0,452.0,108,5,9,1822,,2007,2007,314813
1482,780.0,,Gd,871,GLQ,611,,749,Fin,2003.0,2262,Gd,12244,85.0,226.0,0,5,8,1482,,2003,2003,305000
864,,2.0,No,41,BLQ,823,,0,None,,864,TA,8248,45.0,0.0,0,3,3,864,,1914,1950,67000
1548,1066.0,4.0,No,956,ALQ,384,,624,RFn,1974.0,2614,TA,10800,90.0,0.0,243,7,6,1522,,1974,1997,240000
980,0.0,3.0,No,560,BLQ,420,0.0,484,Unf,1986.0,980,TA,7064,71.0,153.0,0,6,5,980,192.0,1977,1977,135000
756,756.0,2.0,No,420,GLQ,336,,440,Unf,2000.0,1512,Gd,2117,,513.0,32,5,6,756,,2000,2000,168500
1012,778.0,4.0,No,247,Rec,485,,484,RFn,1972.0,1790,TA,10400,80.0,288.0,0,5,6,732,,1972,1972,165150
1116,0.0,3.0,No,0,Unf,1116,,440,Unf,1962.0,1116,TA,10000,87.0,261.0,0,6,6,1116,,1962,1962,160000
1422,0.0,3.0,No,0,Unf,978,,286,RFn,1960.0,1422,TA,12342,,0.0,0,5,5,978,0.0,1960,1978,139900
1520,0.0,3.0,Av,674,BLQ,350,,364,RFn,1955.0,1520,TA,9600,80.0,164.0,0,6,6,1156,,1955,1972,153000
1040,1040.0,5.0,Av,650,Rec,390,,504,Unf,1969.0,2080,Fa,11606,70.0,192.0,0,5,5,1040,,1969,1969,135000
1350,0.0,3.0,Gd,624,GLQ,288,,520,RFn,1964.0,1350,TA,9020,82.0,259.0,0,5,6,1248,,1964,1964,168500
1089,661.0,3.0,No,0,Unf,636,,240,Unf,1937.0,1750,Ex,9000,50.0,0.0,0,6,5,636,,1880,1991,124000
1554,0.0,2.0,Mn,24,GLQ,1530,0.0,627,RFn,2006.0,1554,Gd,4590,34.0,108.0,73,5,8,1554,,2006,2006,209500
1411,0.0,3.0,No,822,ALQ,564,,544,Fin,1977.0,1411,TA,11900,85.0,209.0,0,5,7,1386,,1977,1977,82500
1056,0.0,3.0,No,480,BLQ,108,,260,Unf,1954.0,1056,TA,9250,80.0,0.0,0,7,5,1056,,1954,2005,139400
1056,0.0,0.0,No,1056,GLQ,0,,576,Unf,1980.0,1056,TA,6979,64.0,0.0,56,5,6,1056,,1980,1980,144000
1440,1440.0,8.0,No,256,LwQ,1184,,0,None,,3395,Fa,10896,60.0,0.0,110,7,6,1440,,1914,1995,200000
800,0.0,1.0,No,0,Unf,264,0.0,0,None,,800,Fa,6120,51.0,0.0,0,3,2,264,,1936,1950,60000
811,576.0,3.0,No,0,Unf,811,,256,Unf,1954.0,1387,Gd,6000,50.0,0.0,0,4,5,811,,1954,1954,93000
796,0.0,2.0,No,0,Unf,796,,0,None,,796,TA,8777,67.0,0.0,0,7,5,796,328.0,1910,1950,85000
1567,0.0,1.0,Av,1154,GLQ,366,,648,Fin,2006.0,1567,Ex,3982,53.0,0.0,0,5,8,1520,,2006,2006,264561
1518,,1.0,Gd,1218,GLQ,300,,588,RFn,2003.0,1518,Ex,12677,62.0,472.0,140,5,8,1518,185.0,2003,2004,274000
1057,872.0,3.0,No,738,,319,0.0,650,Fin,2001.0,1929,Gd,7050,,0.0,235,5,7,1057,,2001,2001,226000
2000,704.0,4.0,Gd,1410,,542,,538,Fin,1972.0,2704,Ex,13860,75.0,0.0,111,7,8,1952,,1972,1995,345000
780,840.0,4.0,No,493,Rec,0,,462,Fin,1969.0,1620,TA,10793,80.0,263.0,0,5,5,780,,1969,1969,152000
1766,0.0,,Mn,1121,GLQ,645,,478,Fin,2009.0,1766,Ex,9187,85.0,162.0,130,5,9,1766,,2009,2009,370878
981,0.0,3.0,No,282,ALQ,664,,576,Unf,1979.0,981,TA,10530,,0.0,312,5,6,981,,1971,1971,143250
1048,0.0,3.0,None,0,None,0,,420,Unf,1950.0,1048,TA,7200,60.0,0.0,27,5,5,0,,1950,1950,98300
1094,0.0,3.0,Mn,500,Rec,594,,495,,1953.0,1094,TA,10452,85.0,216.0,0,5,6,1094,0.0,1953,1953,155000
1051,788.0,4.0,No,0,Unf,756,,442,Unf,1966.0,1839,TA,7700,70.0,351.0,124,5,6,756,,1966,1966,155000
630,0.0,1.0,Av,131,BLQ,0,,0,,,630,TA,1936,21.0,0.0,0,6,4,630,,1970,1970,84500
822,843.0,3.0,No,0,Unf,813,,562,RFn,2007.0,1665,Gd,8125,65.0,,0,6,7,813,,2007,2007,205950
755,755.0,4.0,Mn,0,Unf,755,,296,,1940.0,1510,TA,9084,60.0,0.0,0,5,4,755,,1940,1950,108000
909,807.0,2.0,No,0,Unf,880,0.0,512,RFn,1996.0,1716,Gd,8750,70.0,0.0,120,5,7,880,,1996,1996,191000
756,713.0,3.0,No,0,,756,,216,Unf,1906.0,1469,TA,10320,60.0,0.0,0,7,6,756,,1906,1995,135000
2113,0.0,2.0,Gd,1696,GLQ,413,,839,Fin,1995.0,2113,Gd,10437,91.0,660.0,46,6,8,2109,,1995,1995,350000
525,,3.0,No,0,Unf,525,,264,Unf,1971.0,1092,TA,1680,21.0,381.0,0,5,6,525,,1971,1971,88000
1053,0.0,3.0,No,806,ALQ,247,,312,RFn,1959.0,1053,Gd,10007,72.0,54.0,0,7,5,1053,,1959,2006,145500
851,651.0,3.0,No,0,Unf,776,,270,RFn,1931.0,1502,TA,7200,60.0,0.0,0,6,7,776,,1931,2000,149000
912,546.0,3.0,No,0,Unf,912,,330,Unf,1948.0,1458,TA,17503,78.0,0.0,0,5,6,912,,1948,1950,97500
1486,0.0,3.0,No,637,BLQ,849,,480,Fin,1968.0,1486,TA,9937,75.0,0.0,0,7,5,1486,,1964,1999,167000
1142,793.0,3.0,No,0,Unf,793,,550,RFn,1976.0,1935,TA,12384,,233.0,113,7,7,793,,1976,1976,197900
1686,762.0,4.0,No,1361,GLQ,88,,711,RFn,1994.0,2448,Gd,46589,52.0,528.0,76,7,8,1629,,1994,2005,402000
1392,0.0,2.0,No,0,Unf,1392,,576,RFn,1968.0,1392,TA,13560,120.0,216.0,0,3,6,1392,,1968,1968,110000
1181,0.0,3.0,Av,920,BLQ,38,,588,RFn,1974.0,1181,TA,10012,90.0,0.0,0,5,4,1138,0.0,1972,1972,137500
2097,0.0,1.0,Mn,1721,,356,,1134,Fin,2005.0,2097,Ex,20896,49.0,0.0,267,5,8,2077,192.0,2005,2006,423000
1454,482.0,3.0,No,0,Unf,1406,,504,RFn,2000.0,1936,Gd,11194,106.0,40.0,124,5,8,1406,188.0,2000,2000,230500
1465,915.0,3.0,No,187,LwQ,111,,596,Unf,1965.0,2380,TA,18450,,113.0,265,5,6,1021,,1965,1979,129000
1679,0.0,3.0,No,1138,GLQ,270,,575,RFn,1994.0,1679,Gd,8125,65.0,258.0,42,5,6,1408,,1994,1998,193500
1437,0.0,3.0,No,988,Rec,200,,576,Unf,1999.0,1437,TA,14175,,0.0,0,6,5,1188,,1956,1987,168000
1180,0.0,2.0,No,0,Unf,700,,252,Unf,1922.0,1180,Fa,11600,80.0,0.0,0,5,4,700,,1922,1950,137500
738,,3.0,No,193,GLQ,545,,540,Fin,2005.0,1476,Gd,8633,64.0,0.0,35,5,6,738,,2005,2005,173500
697,672.0,3.0,No,551,BLQ,121,0.0,300,,1930.0,1369,TA,6629,54.0,0.0,0,6,6,672,,1925,1950,103600
1208,,3.0,No,767,ALQ,441,,546,RFn,1977.0,1208,TA,11250,,0.0,42,6,6,1208,,1977,1977,165000
1839,,3.0,No,1186,GLQ,291,0.0,416,Fin,1957.0,1839,Gd,14442,110.0,106.0,87,7,6,1477,,1957,2004,257500
1136,0.0,3.0,No,892,Rec,244,,384,,1965.0,1136,TA,9200,80.0,0.0,0,6,6,1136,,1965,1965,140000
855,586.0,3.0,No,311,ALQ,544,,440,Unf,1978.0,1441,TA,2289,24.0,0.0,0,6,6,855,,1978,1978,148500
1095,679.0,4.0,No,0,Unf,1095,,779,Unf,1920.0,1774,TA,9600,60.0,0.0,0,2,4,1095,,1900,1950,87000
792,0.0,2.0,No,0,Unf,768,,240,Unf,1924.0,792,Gd,9022,52.0,0.0,0,8,5,768,,1924,2006,109500
2046,0.0,3.0,Mn,0,Unf,2046,,834,Fin,2008.0,2046,Gd,11844,80.0,464.0,82,5,8,2046,,2008,2008,372500
988,0.0,3.0,No,827,Rec,161,,572,Unf,1963.0,988,TA,9945,,57.0,0,5,5,988,,1961,1961,128500
923,,2.0,No,543,BLQ,261,,264,RFn,1980.0,923,TA,8012,50.0,0.0,0,5,6,923,,1980,1980,143000
848,672.0,3.0,No,182,Rec,611,,281,Unf,1968.0,1520,TA,4500,55.0,0.0,0,5,5,793,,1932,2000,159434
1291,0.0,2.0,Mn,1003,GLQ,288,0.0,431,Unf,1996.0,1291,Gd,2887,,0.0,0,5,6,1291,307.0,1996,1997,173000
1668,0.0,3.0,Av,1059,GLQ,567,,702,,2002.0,1668,Gd,11248,90.0,215.0,45,5,9,1626,,2002,2002,285000
1195,644.0,4.0,No,0,Unf,1195,,486,Fin,1998.0,1839,TA,16770,58.0,30.0,81,5,7,1195,,1998,1998,221000
1190,900.0,3.0,Mn,828,GLQ,180,,577,Fin,1984.0,2090,Gd,5062,,0.0,0,5,7,1190,,1984,1984,207500
874,887.0,3.0,No,0,Unf,874,0.0,578,Fin,2007.0,1761,Gd,10207,84.0,0.0,105,6,7,874,,2007,2007,227875
551,551.0,2.0,No,239,GLQ,312,,480,Unf,2004.0,1102,Gd,5105,,0.0,60,5,7,551,,2004,2004,148800
1419,0.0,2.0,Av,945,,474,,567,RFn,2007.0,1419,Gd,8089,60.0,0.0,0,6,8,1419,,2007,2007,392000
1362,0.0,2.0,Av,20,ALQ,1342,0.0,460,,2005.0,1362,Gd,7577,61.0,256.0,28,5,6,1362,,2005,2006,194700
848,0.0,1.0,Gd,697,GLQ,151,,420,RFn,2004.0,848,Gd,4426,,147.0,0,5,6,848,,2004,2004,141000
2444,1872.0,4.0,Gd,1455,GLQ,989,0.0,832,Fin,1994.0,4316,Ex,21535,104.0,1170.0,50,6,10,2444,382.0,1994,1995,755000
1238,1281.0,4.0,Gd,965,GLQ,245,,628,RFn,1989.0,2519,Gd,26178,42.0,293.0,27,5,7,1210,,1989,1990,335000
1073,0.0,2.0,No,0,Unf,1073,,326,,1968.0,1073,TA,5400,60.0,0.0,0,6,5,1073,,1921,1968,108480
1067,472.0,,No,0,Unf,927,,576,Unf,1995.0,1539,TA,6120,51.0,0.0,0,6,5,927,,1936,1950,141500
1137,,2.0,No,980,GLQ,92,,551,Unf,1987.0,1137,Gd,13811,54.0,72.0,0,6,6,1112,,1987,1987,176000
616,0.0,2.0,No,616,LwQ,0,,205,Unf,1921.0,616,TA,6000,50.0,0.0,0,7,5,616,,1921,1950,89000
1148,0.0,2.0,Mn,210,LwQ,219,,308,Unf,1952.0,1148,TA,6420,57.0,0.0,0,7,5,980,0.0,1952,1952,123500
894,0.0,3.0,No,553,GLQ,224,,336,Unf,1973.0,894,TA,8450,65.0,0.0,144,8,5,894,416.0,1965,2009,138500
1391,0.0,2.0,Mn,16,,1375,,530,,2004.0,1391,Gd,4282,59.0,0.0,158,5,7,1391,,2004,2004,196000
1800,0.0,3.0,Gd,1274,GLQ,526,,765,Fin,2002.0,1800,Gd,14331,85.0,630.0,78,5,8,1800,,2002,2002,312500
1164,0.0,3.0,No,0,Unf,1164,,528,Unf,1969.0,1164,TA,9600,80.0,168.0,0,5,7,1164,0.0,1969,1969,140000
1264,1312.0,4.0,No,0,Unf,1234,,666,Fin,2006.0,2576,Ex,12438,82.0,466.0,100,5,8,1234,,2006,2006,361919
1032,,4.0,No,0,Unf,360,,672,Unf,1999.0,1812,Gd,7630,76.0,0.0,0,9,5,360,344.0,1900,1996,140000
1484,0.0,3.0,Av,712,GLQ,761,,606,RFn,2004.0,1484,Gd,8400,70.0,109.0,35,5,7,1473,,2004,2005,213000
372,720.0,3.0,None,0,None,0,,0,None,,1092,Fa,5600,70.0,0.0,0,5,4,0,,1930,1950,55000
1824,0.0,2.0,Gd,1219,GLQ,424,,739,Unf,1971.0,1824,Gd,115149,,351.0,48,5,7,1643,,1971,2002,302000
1324,,2.0,No,863,GLQ,461,,550,Fin,2006.0,1324,Gd,6240,48.0,176.0,38,5,8,1324,,2006,2006,254000
728,728.0,3.0,Av,0,Unf,728,,400,Fin,2007.0,1456,Gd,9018,65.0,0.0,24,5,7,728,,2007,2007,179540
904,0.0,3.0,No,0,Unf,876,0.0,408,Unf,1966.0,904,TA,7162,,41.0,0,7,5,876,,1966,1966,109900
729,0.0,2.0,No,0,Unf,270,,0,,,729,TA,4130,56.0,0.0,0,6,3,270,,1935,2003,52000
859,319.0,2.0,Mn,0,Unf,859,,384,RFn,1964.0,1178,TA,8712,66.0,0.0,0,7,4,859,,1900,1950,102776
1228,0.0,2.0,Mn,767,GLQ,461,0.0,472,Fin,1988.0,1228,Gd,4671,40.0,0.0,120,5,8,1228,168.0,1988,1989,189000
960,0.0,3.0,Av,789,ALQ,171,,576,Unf,1970.0,960,TA,9873,60.0,160.0,288,5,4,960,,1970,1970,129000
725,754.0,3.0,No,533,GLQ,192,,475,RFn,1976.0,1479,Gd,13517,,289.0,44,8,6,725,,1976,2005,130500
1350,0.0,3.0,No,0,Unf,1064,,478,RFn,1974.0,1350,TA,10140,78.0,174.0,0,5,6,1064,,1974,1974,165000
1576,978.0,3.0,No,0,,718,,704,Unf,1996.0,2554,TA,10800,60.0,0.0,48,8,7,718,,1890,1998,159500
1178,0.0,3.0,No,1084,BLQ,92,,439,Unf,1973.0,1178,Gd,10000,80.0,0.0,0,6,5,1176,,1973,2000,157000
1325,1093.0,3.0,Gd,1173,GLQ,138,,983,RFn,1993.0,2418,Gd,10542,96.0,651.0,154,5,7,1311,,1993,1994,341000
971,0.0,3.0,Gd,523,,448,,300,Unf,1969.0,971,TA,9920,69.0,0.0,0,6,5,971,,1969,1969,128500
1742,0.0,2.0,Gd,1148,GLQ,594,,564,RFn,1985.0,1742,Gd,6563,,0.0,28,5,8,1742,,1985,1985,275000
848,0.0,1.0,Av,662,GLQ,186,,420,,2004.0,848,Gd,4426,,169.0,0,5,6,848,,2004,2004,143000
864,0.0,3.0,No,191,ALQ,673,,463,Unf,1994.0,864,TA,8120,70.0,0.0,0,7,4,864,0.0,1970,1970,124500
997,,4.0,No,0,Unf,941,,548,Unf,1958.0,1470,TA,8172,60.0,0.0,0,6,4,941,,1954,1972,135000
1698,0.0,3.0,No,1234,GLQ,464,,768,,2007.0,1698,Ex,13286,86.0,340.0,64,5,9,1698,,2007,2008,320000
864,0.0,3.0,No,375,,250,,660,Unf,1989.0,864,Gd,6960,60.0,0.0,0,6,4,864,,1970,1970,120500
1680,0.0,3.0,No,808,GLQ,72,,540,Fin,1988.0,1680,Gd,21695,,260.0,44,9,6,880,,1988,2007,222000
1232,,2.0,Av,724,GLQ,508,,632,,2007.0,1232,Gd,7314,64.0,82.0,0,5,7,1232,,2007,2007,194500
1776,,4.0,No,0,Unf,1584,,888,Unf,1968.0,1776,TA,11475,85.0,95.0,25,5,5,1584,,1958,1958,110000
848,0.0,2.0,No,152,BLQ,628,,539,Unf,1962.0,1208,TA,6240,52.0,0.0,23,5,4,780,,1925,1950,103000
1616,0.0,2.0,No,1180,GLQ,415,,608,RFn,1995.0,1616,Gd,5389,39.0,0.0,152,5,8,1595,,1995,1996,236500
1146,0.0,3.0,Av,786,GLQ,82,,438,,2003.0,1146,Gd,9590,73.0,442.0,22,5,7,868,,2003,2003,187500
1153,878.0,3.0,Av,252,ALQ,901,,541,Fin,1998.0,2031,Gd,11404,75.0,202.0,84,5,7,1153,,1998,1999,222500
1144,0.0,3.0,No,594,BLQ,270,,264,RFn,1961.0,1144,TA,10000,80.0,0.0,0,6,5,864,,1961,1983,131400
948,0.0,3.0,No,0,Unf,948,,300,Unf,1968.0,948,TA,8978,,0.0,0,5,5,948,,1968,1968,108000
880,888.0,2.0,Mn,390,,490,,320,Unf,1914.0,1768,TA,10800,60.0,0.0,341,7,7,880,0.0,1914,1970,163000
1040,0.0,2.0,None,0,,0,,400,Unf,1949.0,1040,TA,8544,60.0,0.0,0,4,3,0,,1950,1950,93500
901,900.0,3.0,No,0,Unf,893,,800,,2005.0,1801,Gd,10463,72.0,0.0,116,5,8,893,,2005,2005,239900
1200,0.0,3.0,Gd,1200,GLQ,0,,0,None,,1200,TA,10800,60.0,0.0,0,5,5,1200,,1987,1988,179000
864,864.0,,No,0,Unf,864,,572,RFn,2004.0,1728,Gd,9313,65.0,0.0,56,5,7,864,,2004,2004,190000
768,664.0,2.0,No,0,Unf,264,,360,Unf,1910.0,1432,TA,9600,60.0,0.0,0,7,5,264,,1910,2002,132000
912,0.0,3.0,Mn,832,GLQ,80,,288,,1962.0,912,Gd,6768,65.0,0.0,0,8,6,912,,1961,1996,142000
1349,0.0,3.0,No,0,,1349,,539,Unf,2000.0,1349,TA,8450,65.0,108.0,55,5,7,1349,,2000,2001,179000
1464,0.0,3.0,Av,444,ALQ,76,,480,RFn,1997.0,1464,TA,12886,70.0,0.0,0,6,5,520,,1963,1999,175000
1337,0.0,2.0,No,733,GLQ,604,,462,RFn,1993.0,1337,Gd,5395,41.0,0.0,0,5,8,1337,,1993,1993,180000
1175,1540.0,4.0,No,575,GLQ,487,,831,Fin,1994.0,2715,Gd,8963,,289.0,204,9,8,1142,,1976,1996,299800
980,1276.0,4.0,No,300,GLQ,652,,554,Fin,2000.0,2256,Gd,8795,,0.0,54,5,7,952,,2000,2000,236000
1320,1320.0,4.0,No,0,Unf,1240,,864,Unf,1950.0,2640,Gd,11700,65.0,0.0,0,7,7,1240,,1880,2003,265979
1720,,3.0,No,919,GLQ,801,,527,Fin,1996.0,1720,Gd,10593,59.0,338.0,56,5,7,1720,,1996,1996,260400
1088,441.0,4.0,None,0,None,0,,240,Unf,1945.0,1529,TA,8405,50.0,0.0,0,3,4,0,,1945,1950,98000
792,348.0,3.0,No,0,Unf,576,0.0,0,None,,1140,TA,8800,55.0,0.0,160,7,4,576,0.0,1910,2004,96500
660,660.0,3.0,No,0,Unf,660,,400,Fin,2003.0,1320,Gd,7750,,0.0,48,5,7,660,,2003,2003,162000
1494,0.0,3.0,Gd,1200,GLQ,279,,576,RFn,1997.0,1494,Gd,9236,79.0,0.0,27,5,6,1479,,1997,1997,217000
1038,1060.0,,Mn,0,Unf,1030,,878,RFn,2005.0,2098,Ex,10240,80.0,178.0,52,5,8,1030,,2005,2005,275500
1026,,3.0,No,439,GLQ,115,,440,RFn,1969.0,1026,Gd,7930,61.0,0.0,48,8,6,1026,,1969,2005,156000
742,729.0,3.0,No,381,GLQ,348,,440,Unf,1999.0,1471,TA,3230,34.0,894.0,24,5,6,729,,1999,1999,172500
866,902.0,3.0,Av,20,GLQ,846,,578,RFn,2007.0,1768,Gd,10769,68.0,0.0,105,5,8,866,,2007,2007,212000
672,714.0,3.0,Mn,438,Rec,234,,440,Fin,1978.0,1386,TA,11616,,328.0,0,5,6,672,,1978,1978,158900
757,,,No,549,ALQ,195,,440,Unf,1999.0,1501,TA,2280,24.0,360.0,0,5,7,744,,1999,1999,179400
1328,1203.0,4.0,Av,56,LwQ,1198,,752,RFn,1995.0,2531,Gd,12257,65.0,513.0,98,5,8,1318,,1995,1995,290000
864,0.0,2.0,No,612,Rec,252,,300,Unf,2008.0,864,TA,9100,70.0,0.0,0,6,6,864,,1959,1959,127500
1301,0.0,2.0,Mn,405,LwQ,740,,440,Unf,1965.0,1301,Fa,6911,60.0,0.0,0,5,5,1145,,1924,1950,100000
764,783.0,3.0,Mn,24,GLQ,732,,614,Unf,2009.0,1547,Gd,8640,72.0,0.0,45,5,7,756,,2009,2009,215200
1268,1097.0,,Mn,1163,GLQ,89,,856,,1999.0,2365,Gd,9430,82.0,673.0,128,5,8,1252,,1999,1999,337000
1494,0.0,,Av,437,LwQ,0,,481,Fin,1995.0,1494,Ex,9549,30.0,0.0,30,5,8,1494,,1995,1996,270000
1506,0.0,2.0,No,0,Unf,1498,,592,,2008.0,1506,Ex,14587,75.0,284.0,174,5,9,1498,,2008,2008,264132
980,734.0,,No,394,,586,,496,Unf,1988.0,1714,TA,10421,80.0,42.0,66,5,7,980,,1988,1988,196500
983,767.0,4.0,Mn,660,ALQ,323,,423,Unf,1989.0,1750,TA,12508,75.0,0.0,0,7,6,983,,1940,1985,160000
1836,0.0,3.0,No,24,GLQ,1836,,484,Fin,2004.0,1836,Gd,9100,70.0,0.0,33,5,7,1860,,2004,2005,216837
1690,1589.0,4.0,Gd,1416,ALQ,234,,841,Fin,2003.0,3279,Ex,53504,47.0,603.0,36,5,8,1650,,2003,2003,538000
858,0.0,2.0,Av,685,GLQ,173,,576,Unf,1983.0,858,TA,7252,,0.0,0,5,5,858,120.0,1982,1982,134900
1220,0.0,2.0,No,836,LwQ,0,,396,Unf,1951.0,1220,TA,8877,67.0,0.0,0,5,4,836,,1951,1951,102000
1117,0.0,3.0,Av,422,ALQ,480,,672,,1976.0,1117,TA,7819,94.0,0.0,0,5,6,1029,,1976,1976,107000
912,0.0,2.0,No,456,Rec,456,,275,RFn,1958.0,912,TA,10150,70.0,1.0,0,5,5,912,,1958,1958,114500
1973,0.0,3.0,Av,0,Unf,1935,0.0,895,Fin,2006.0,1973,Gd,14226,110.0,375.0,45,5,8,1935,,2006,2006,395000
1204,0.0,2.0,No,866,GLQ,338,,412,,1998.0,1204,TA,4500,32.0,320.0,247,5,6,1204,,1998,1998,162000
1614,0.0,3.0,Av,20,GLQ,1594,,865,RFn,2005.0,1614,Gd,11210,86.0,240.0,59,5,7,1614,,2005,2006,221500
894,0.0,3.0,No,762,ALQ,102,,440,Unf,1974.0,894,TA,13350,100.0,0.0,0,5,5,864,,1974,1974,142500
2020,0.0,4.0,None,0,None,0,,630,Unf,1977.0,2020,TA,8400,60.0,320.0,0,5,5,0,0.0,1977,1977,144000
1004,0.0,2.0,Gd,975,GLQ,0,,504,Unf,1977.0,1004,TA,10530,78.0,90.0,0,5,6,975,,1977,1977,135000
1253,0.0,3.0,No,0,Unf,1237,,402,Fin,1995.0,1253,TA,7875,63.0,38.0,21,5,7,1237,,1995,1996,176000
810,,3.0,No,387,ALQ,374,0.0,484,RFn,1992.0,1603,Gd,7153,65.0,0.0,124,5,6,761,,1992,1992,175900
1430,0.0,3.0,No,0,Unf,1413,0.0,605,RFn,2001.0,1430,Gd,16285,67.0,0.0,33,5,7,1413,,2001,2002,187100
1110,0.0,,Av,1097,GLQ,0,,602,Fin,1978.0,1110,Gd,9101,,104.0,30,6,5,1097,,1978,1978,165500
742,742.0,3.0,No,0,Unf,742,,0,None,,1484,TA,6300,35.0,0.0,291,6,6,742,,1914,2001,128000
1342,0.0,3.0,No,251,Rec,491,,457,Unf,1967.0,1342,TA,9790,,0.0,0,5,6,1372,,1967,1967,161500
966,686.0,4.0,No,686,LwQ,0,,416,Unf,1961.0,1652,TA,10800,60.0,0.0,0,6,5,686,,1915,1950,139000
956,1128.0,4.0,No,656,GLQ,300,,618,RFn,2004.0,2084,Gd,10142,76.0,0.0,45,5,7,956,,2004,2004,233000
901,0.0,2.0,No,0,Unf,901,0.0,281,Unf,1954.0,901,TA,6000,50.0,0.0,0,7,4,901,,1954,2000,107900
976,1111.0,5.0,Gd,568,LwQ,264,,444,Fin,1966.0,2087,Gd,12205,,157.0,168,8,6,832,,1966,2007,187500
1145,0.0,2.0,No,16,GLQ,1129,,397,Fin,2005.0,1145,Gd,3182,43.0,11.0,16,5,7,1145,,2005,2006,160200
1062,0.0,3.0,Av,539,ALQ,490,,539,RFn,1976.0,1062,TA,11333,,0.0,0,5,6,1029,120.0,1976,1976,146800
1127,886.0,3.0,Av,862,,255,,455,Unf,1997.0,2013,TA,9920,92.0,0.0,130,5,7,1117,,1996,1997,269790
1496,0.0,,Av,0,Unf,1496,,474,,2007.0,1496,Gd,9158,76.0,140.0,130,5,8,1496,,2007,2007,225000
1086,809.0,3.0,No,0,Unf,712,,409,Fin,1994.0,1895,Gd,10832,,0.0,46,5,7,712,,1994,1996,194500
888,676.0,3.0,No,0,Unf,650,0.0,476,Unf,1980.0,1564,TA,8400,70.0,130.0,50,6,6,650,,1980,1981,171000
1285,0.0,3.0,No,0,Unf,660,,528,RFn,1977.0,1285,TA,8197,71.0,148.0,0,5,6,660,,1977,1977,143500
773,0.0,2.0,No,570,,203,,240,Unf,1953.0,773,TA,7677,57.0,0.0,0,5,5,773,,1953,1953,110000
1966,1174.0,4.0,No,0,Unf,1926,,820,Fin,2009.0,3140,Ex,13518,104.0,860.0,78,5,9,1926,,2008,2009,485000
981,787.0,3.0,No,569,ALQ,162,,240,Unf,1939.0,1768,Gd,7200,60.0,252.0,0,7,5,731,,1937,1950,175000
